region,code,regex
阿根廷-圣米格尔-德图库曼-固定电话,54,^0?381\d{7}$
阿根廷-圣米格尔-德图库曼-移动电话,54,^0?38115\d{7}$
阿根廷-圣尼古拉斯-固定电话,54,^0?336\d{7}$
阿根廷-圣尼古拉斯-移动电话,54,^0?33615\d{7}$
阿根廷-圣佩德罗(布宜诺斯艾利斯省)-固定电话,54,^0?3329\d{6}$
阿根廷-圣佩德罗(布宜诺斯艾利斯省)-移动电话,54,^0?332915\d{6}$
阿根廷-圣佩德罗(胡胡伊省)-固定电话,54,^0?3888\d{6}$
阿根廷-圣佩德罗(胡胡伊省)-移动电话,54,^0?388815\d{6}$
阿根廷-圣拉斐尔(门多萨省)-固定电话,54,^0?260\d{7}$
阿根廷-圣拉斐尔(门多萨省)-移动电话,54,^0?26015\d{7}$
阿根廷-圣萨尔瓦多-德胡胡伊-固定电话,54,^0?388\d{7}$
阿根廷-圣萨尔瓦多-德胡胡伊-移动电话,54,^0?38815\d{7}$
阿根廷-圣菲-固定电话,54,^0?342\d{7}$
阿根廷-圣菲-移动电话,54,^0?34215\d{7}$
阿根廷-圣马利亚(卡塔马卡省)-固定电话,54,^0?3838\d{6}$
阿根廷-圣马利亚(卡塔马卡省)-移动电话,54,^0?383815\d{6}$
阿根廷-圣罗莎(拉潘帕省)-固定电话,54,^0?2954\d{6}$
阿根廷-圣罗莎(拉潘帕省)-移动电话,54,^0?295415\d{6}$
阿根廷-SantaRosaDeCalamuchita-固定电话,54,^0?3546\d{6}$
阿根廷-SantaRosaDeCalamuchita-移动电话,54,^0?354615\d{6}$
阿根廷-圣特雷莎(圣菲省)-固定电话,54,^0?3460\d{6}$
阿根廷-圣特雷莎(圣菲省)-移动电话,54,^0?346015\d{6}$
阿根廷-圣特雷西塔-固定电话,54,^0?2246\d{6}$
阿根廷-圣特雷西塔-移动电话,54,^0?224615\d{6}$
阿根廷-圣地亚哥-德尔埃斯特罗-固定电话,54,^0?385\d{7}$
阿根廷-圣地亚哥-德尔埃斯特罗-移动电话,54,^0?38515\d{7}$
阿根廷-圣多美-固定电话,54,^0?3756\d{6}$
阿根廷-圣多美-移动电话,54,^0?375615\d{6}$
阿根廷-苏曼帕-固定电话,54,^0?3856\d{6}$
阿根廷-苏曼帕-移动电话,54,^0?385615\d{6}$
阿根廷-孙查莱斯-固定电话,54,^0?3493\d{6}$
阿根廷-孙查莱斯-移动电话,54,^0?349315\d{6}$
阿根廷-孙乔科拉尔-固定电话,54,^0?3855\d{6}$
阿根廷-孙乔科拉尔-移动电话,54,^0?385515\d{6}$
阿根廷-塔菲德尔瓦勒-固定电话,54,^0?3867\d{6}$
阿根廷-塔菲德尔瓦勒-移动电话,54,^0?386715\d{6}$
阿根廷-坦迪尔-固定电话,54,^0?249\d{7}$
阿根廷-坦迪尔-移动电话,54,^0?24915\d{7}$
阿根廷-Tapalque-固定电话,54,^0?2283\d{6}$
阿根廷-Tapalque-移动电话,54,^0?228315\d{6}$
阿根廷-塔塔加尔(萨尔塔省)-固定电话,54,^0?3873\d{6}$
阿根廷-塔塔加尔(萨尔塔省)-移动电话,54,^0?387315\d{6}$
阿根廷-塔塔加尔(萨尔塔省)-固定电话,54,^0?3875\d{6}$
阿根廷-塔塔加尔(萨尔塔省)-移动电话,54,^0?387515\d{6}$
阿根廷-特马斯德里奥翁多-固定电话,54,^0?3858\d{6}$
阿根廷-特马斯德里奥翁多-移动电话,54,^0?385815\d{6}$
阿根廷-蒂诺加斯塔-固定电话,54,^0?3837\d{6}$
阿根廷-蒂诺加斯塔-移动电话,54,^0?383715\d{6}$
阿根廷-特兰卡斯-固定电话,54,^0?3862\d{6}$
阿根廷-特兰卡斯-移动电话,54,^0?386215\d{6}$
阿根廷-特伦克劳肯-固定电话,54,^0?2392\d{6}$
阿根廷-特伦克劳肯-移动电话,54,^0?239215\d{6}$
阿根廷-特雷斯阿罗约斯-固定电话,54,^0?2983\d{6}$
阿根廷-特雷斯阿罗约斯-移动电话,54,^0?298315\d{6}$
阿根廷-特雷斯洛马斯-固定电话,54,^0?2394\d{6}$
阿根廷-特雷斯洛马斯-移动电话,54,^0?239415\d{6}$
阿根廷-图努扬-固定电话,54,^0?2622\d{6}$
阿根廷-图努扬-移动电话,54,^0?262215\d{6}$
阿根廷-乌斯怀亚-固定电话,54,^0?2901\d{6}$
阿根廷-乌斯怀亚-移动电话,54,^0?290115\d{6}$
阿根廷-乌斯帕亚塔-固定电话,54,^0?2624\d{6}$
阿根廷-乌斯帕亚塔-移动电话,54,^0?262415\d{6}$
阿根廷-贝纳多图埃托-固定电话,54,^0?3462\d{6}$
阿根廷-贝纳多图埃托-移动电话,54,^0?346215\d{6}$
阿根廷-贝拉-固定电话,54,^0?3483\d{6}$
阿根廷-贝拉-移动电话,54,^0?348315\d{6}$
阿根廷-维多利亚-固定电话,54,^0?3436\d{6}$
阿根廷-维多利亚-移动电话,54,^0?343615\d{6}$
阿根廷-维克托里卡-固定电话,54,^0?2338\d{6}$
阿根廷-维克托里卡-移动电话,54,^0?233815\d{6}$
阿根廷-VicuñaMackenna-固定电话,54,^0?3583\d{6}$
阿根廷-VicuñaMackenna-移动电话,54,^0?358315\d{6}$
阿根廷-别德马-固定电话,54,^0?2920\d{6}$
阿根廷-别德马-移动电话,54,^0?292015\d{6}$
阿根廷-安吉拉镇-固定电话,54,^0?3735\d{6}$
阿根廷-安吉拉镇-移动电话,54,^0?373515\d{6}$
阿根廷-卡洛斯帕斯镇-固定电话,54,^0?3541\d{6}$
阿根廷-卡洛斯帕斯镇-移动电话,54,^0?354115\d{6}$
阿根廷-孔斯蒂图西翁镇-固定电话,54,^0?3400\d{6}$
阿根廷-孔斯蒂图西翁镇-移动电话,54,^0?340015\d{6}$
阿根廷-罗萨里奥镇(科尔多瓦省)-固定电话,54,^0?3573\d{6}$
阿根廷-罗萨里奥镇(科尔多瓦省)-移动电话,54,^0?357315\d{6}$
阿根廷-托托拉尔镇-固定电话,54,^0?3524\d{6}$
阿根廷-托托拉尔镇-移动电话,54,^0?352415\d{6}$
阿根廷-多洛雷斯镇-固定电话,54,^0?3544\d{6}$
阿根廷-多洛雷斯镇-移动电话,54,^0?354415\d{6}$
阿根廷-格塞尔镇-固定电话,54,^0?2255\d{6}$
阿根廷-格塞尔镇-移动电话,54,^0?225515\d{6}$
阿根廷-伊里斯镇-固定电话,54,^0?2925\d{6}$
阿根廷-伊里斯镇-移动电话,54,^0?292515\d{6}$
阿根廷-玛丽亚镇-固定电话,54,^0?353\d{7}$
阿根廷-玛丽亚镇-移动电话,54,^0?35315\d{7}$
阿根廷-圣马丁镇-固定电话,54,^0?3845\d{6}$
阿根廷-圣马丁镇-移动电话,54,^0?384515\d{6}$
阿根廷-比亚瓜伊-固定电话,54,^0?3455\d{6}$
阿根廷-比亚瓜伊-移动电话,54,^0?345515\d{6}$
阿根廷-威尼弗雷达-固定电话,54,^0?2333\d{6}$
阿根廷-威尼弗雷达-移动电话,54,^0?233315\d{6}$
阿根廷-萨帕拉-固定电话,54,^0?2942\d{6}$
阿根廷-萨帕拉-移动电话,54,^0?294215\d{6}$
阿根廷-萨拉特-固定电话,54,^0?3487\d{6}$
阿根廷-萨拉特-移动电话,54,^0?348715\d{6}$
约旦-固定-阿杰朗,962,^0?2\d{7}$
约旦-固定-安曼,962,^0?6\d{7}$
约旦-固定-亚喀巴,962,^0?3\d{7}$
约旦-固定-阿兹拉克,962,^0?5\d{7}$
约旦-固定-拜勒加,962,^0?5\d{7}$
约旦-固定-伊尔比德,962,^0?2\d{7}$
约旦-固定-杰拉什,962,^0?2\d{7}$
约旦-固定-卡拉克,962,^0?3\d{7}$
约旦-固定-马安,962,^0?3\d{7}$
约旦-固定-马代巴,962,^0?5\d{7}$
约旦-固定-马夫拉克,962,^0?2\d{7}$
约旦-固定-佩特拉,962,^0?3\d{7}$
约旦-固定-兰姆沙,962,^0?2\d{7}$
约旦-固定-萨尔特,962,^0?5\d{7}$
约旦-固定-塔菲拉,962,^0?3\d{7}$
约旦-固定-瓦迪拉姆,962,^0?3\d{7}$
约旦-固定-札尔卡,962,^0?5\d{7}$
约旦-移动-ZainJordan,962,^0?77\d{7}$
约旦-移动-OrangeJordan,962,^0?78\d{7}$
约旦-移动-Umniah,962,^0?79\d{7}$
加拿大-免费电话,1,^1?(800|888|877|866|855|844|833|822)\d{7}$
加拿大-艾伯塔（北部）,1,^1?780\d{7}$
加拿大-艾伯塔（南部）,1,^1?403\d{7}$
加拿大-艾伯塔-587,1,^1?587\d{7}$
加拿大-艾伯塔-825,1,^1?825\d{7}$
加拿大-不列颠哥伦比亚（温哥华以外）,1,^1?250\d{7}$
加拿大-不列颠哥伦比亚（温哥华地区）,1,^1?604\d{7}$
加拿大-不列颠哥伦比亚-778,1,^1?778\d{7}$
加拿大-不列颠哥伦比亚-236,1,^1?236\d{7}$
加拿大-威廉堡,1,^1?807\d{7}$
加拿大-伦敦（加拿大）,1,^1?519\d{7}$
加拿大-马尼托巴,1,^1?204\d{7}$
加拿大-马尼托巴-431,1,^1?431\d{7}$
加拿大-新不伦瑞克,1,^1?506\d{7}$
加拿大-纽芬兰,1,^1?709\d{7}$
加拿大-西北领地,1,^1?867\d{7}$
加拿大-努纳维特,1,^1?867\d{7}$
加拿大-新斯科舍,1,^1?902\d{7}$
加拿大-新斯科舍-782,1,^1?782\d{7}$
加拿大-安大略（伦敦）,1,^1?519\d{7}$
加拿大-安大略（北湾）,1,^1?705\d{7}$
加拿大-安大略（渥太华）,1,^1?613\d{7}$
加拿大-安大略（桑德贝）,1,^1?807\d{7}$
加拿大-安大略（多伦多中心）,1,^1?416\d{7}$
加拿大-安大略（多伦多近郊）,1,^1?905\d{7}$
加拿大-安大略-365,1,^1?365\d{7}$
加拿大-安大略-437,1,^1?437\d{7}$
加拿大-安大略-226,1,^1?226\d{7}$
加拿大-安大略-289,1,^1?289\d{7}$
加拿大-安大略-647,1,^1?647\d{7}$
加拿大-安大略-548,1,^1?548\d{7}$
加拿大-安大略-249,1,^1?249\d{7}$
加拿大-安大略-343,1,^1?343\d{7}$
加拿大-爱德华王子岛,1,^1?902\d{7}$
加拿大-爱德华王子岛-782,1,^1?782\d{7}$
加拿大-魁北克（蒙特利尔岛）,1,^1?514\d{7}$
加拿大-魁北克（蒙特利尔北部、南部海岸）,1,^1?450\d{7}$
加拿大-魁北克（魁北克城）,1,^1?418\d{7}$
加拿大-魁北克（舍布鲁克）,1,^1?819\d{7}$
加拿大-魁北克-579,1,^1?579\d{7}$
加拿大-魁北克-873,1,^1?873\d{7}$
加拿大-魁北克-581,1,^1?581\d{7}$
加拿大-魁北克-438,1,^1?438\d{7}$
加拿大-萨斯喀彻温,1,^1?306\d{7}$
加拿大-萨斯喀彻温-639,1,^1?639\d{7}$
加拿大-育空地区,1,^1?867\d{7}$
德国-固定-巴特洪堡,49,^0?6172\d+$
德国-固定-柏林,49,^0?30\d+$
德国-固定-波恩,49,^0?228\d+$
德国-固定-不来梅,49,^0?421\d+$
德国-固定-开姆尼斯,49,^0?371\d+$
德国-固定-科隆,49,^0?221\d+$
德国-固定-科特布斯,49,^0?355\d+$
德国-固定-达姆施塔特,49,^0?6151\d+$
德国-固定-德累斯顿,49,^0?351\d+$
德国-固定-杜塞尔多夫,49,^0?211\d+$
德国-固定-埃尔富特,49,^0?361\d+$
德国-固定-埃森,49,^0?201\d+$
德国-固定-法兰克福(西),49,^0?69\d+$
德国-固定-法兰克福(东),49,^0?335\d+$
德国-固定-格拉,49,^0?365\d+$
德国-固定-哈勒,49,^0?345\d+$
德国-固定-汉堡,49,^0?40\d+$
德国-固定-海德堡,49,^0?6221\d+$
德国-固定-汉诺威,49,^0?511\d+$
德国-固定-卡尔施塔特,49,^0?9353\d+$
德国-固定-基尔,49,^0?431\d+$
德国-固定-科布伦茨,49,^0?261\d+$
德国-固定-莱比锡,49,^0?341\d+$
德国-固定-马德堡,49,^0?391\d+$
德国-固定-曼海姆,49,^0?621\d+$
德国-固定-慕尼黑,49,^0?89\d+$
德国-固定-新勃兰登堡,49,^0?395\d+$
德国-固定-纽伦堡,49,^0?911\d+$
德国-固定-波茨坦,49,^0?331\d+$
德国-固定-罗斯托克,49,^0?381\d+$
德国-固定-萨尔,49,^0?38223\d+$
德国-固定-什未林,49,^0?385\d+$
德国-固定-斯图加特,49,^0?711\d+$
德国-固定-威斯巴登,49,^0?611\d+$
德国-移动-InteractivedigitalmediaGmbH15020,49,^0?15020\d{6}$
德国-移动-NAKAAG15050,49,^0?15050\d{6}$
德国-移动-EasyWorldCallGmbH15080,49,^0?15080\d{6}$
德国-移动-TelekomDeutschlandGmbH1511,49,^0?1511\d{7}$
德国-移动-TelekomDeutschlandGmbH1512,49,^0?1512\d{7}$
德国-移动-TelekomDeutschlandGmbH1514,49,^0?1514\d{7}$
德国-移动-TelekomDeutschlandGmbH1515,49,^0?1515\d{7}$
德国-移动-TelekomDeutschlandGmbH1516,49,^0?1516\d{7}$
德国-移动-TelekomDeutschlandGmbH1517,49,^0?1517\d{7}$
德国-移动-VodafoneGmbH1520,49,^0?1520\d{7}$
德国-移动-VodafoneGmbH/LycamobileGermany1521,49,^0?1521\d{7}$
德国-移动-VodafoneGmbH1522,49,^0?1522\d{7}$
德国-移动-VodafoneGmbH1523,49,^0?1523\d{7}$
德国-移动-VodafoneGmbH1525,49,^0?1525\d{7}$
德国-移动-VodafoneGmbH1526,49,^0?1526\d{7}$
德国-移动-VodafoneGmbH/TruphoneGmbH1529,49,^0?1529\d{7}$
德国-移动-TismiBV15555,49,^0?15555\d{6}$
德国-移动-multiConnectGmbH15630,49,^0?15630\d{6}$
德国-移动-ArgonNetworksUG15678,49,^0?15678\d{6}$
德国-移动-E-PlusMobilfunkGmbH/MVNO1570,49,^0?1570\d{7}$
德国-移动-E-PlusMobilfunkGmbH1573,49,^0?1573\d{7}$
德国-移动-E-PlusMobilfunkGmbH1575,49,^0?1575\d{7}$
德国-移动-E-PlusMobilfunkGmbH1577,49,^0?1577\d{7}$
德国-移动-E-PlusMobilfunkGmbH1578,49,^0?1578\d{7}$
德国-移动-E-PlusMobilfunkGmbH/SipgateWirelessGmbH1579,49,^0?1579\d{7}$
德国-移动-TelcoVillageGmbH15888,49,^0?15888\d{6}$
德国-移动-TelefónicaGermanyGmbH&Co.OHG1590,49,^0?1590\d{7}$
德国-移动-TelekomDeutschlandGmbH160,49,^0?160\d{7,8}$
德国-移动-VodafoneGmbH162,49,^0?162\d{7}$
德国-移动-E-PlusMobilfunkGmbH163,49,^0?163\d{7}$
德国-移动-TelekomDeutschlandGmbH170,49,^0?170\d{7}$
德国-移动-TelekomDeutschlandGmbH171,49,^0?171\d{7}$
德国-移动-VodafoneGmbH172,49,^0?172\d{7}$
德国-移动-VodafoneGmbH173,49,^0?173\d{7}$
德国-移动-VodafoneGmbH174,49,^0?174\d{7}$
德国-移动-TelekomDeutschlandGmbH175,49,^0?175\d{7}$
德国-移动-TelefónicaGermanyGmbH&Co.OHG176,49,^0?176\d{7}$
德国-移动-E-PlusMobilfunkGmbH177,49,^0?177\d{7}$
德国-移动-E-PlusMobilfunkGmbH178,49,^0?178\d{7}$
德国-移动-TelefónicaGermanyGmbH&Co.OHG179,49,^0?179\d{7}$
哈萨克斯坦-阿克莫拉-固定电话,7,^0?717\d{7}$
哈萨克斯坦-阿克套-固定电话,7,^0?729\d{7}$
哈萨克斯坦-阿克图宾斯克-固定电话,7,^0?713\d{7}$
哈萨克斯坦-阿拉木图-固定电话,7,^0?727\d{7}$
哈萨克斯坦-阿尔卡累克-固定电话,7,^0?730\d{7}$
哈萨克斯坦-阿特劳-固定电话,7,^0?712\d{7}$
哈萨克斯坦-卡拉干达-固定电话,7,^0?721\d{7}$
哈萨克斯坦-库斯塔奈-固定电话,7,^0?714\d{7}$
哈萨克斯坦-克孜勒奥尔达-固定电话,7,^0?724\d{7}$
哈萨克斯坦-列宁斯克-固定电话,7,^0?736\d{7}$
哈萨克斯坦-巴甫洛达尔-固定电话,7,^0?718\d{7}$
哈萨克斯坦-彼得罗巴甫洛夫斯克-固定电话,7,^0?715\d{7}$
哈萨克斯坦-塞米巴拉金斯克-固定电话,7,^0?722\d{7}$
哈萨克斯坦-什姆肯特-固定电话,7,^0?725\d{7}$
哈萨克斯坦-塔尔迪库尔干-固定电话,7,^0?728\d{7}$
哈萨克斯坦-乌拉尔斯克-固定电话,7,^0?711\d{7}$
哈萨克斯坦-乌斯季卡缅诺戈尔斯克-固定电话,7,^0?723\d{7}$
哈萨克斯坦-江布尔-固定电话,7,^0?726\d{7}$
哈萨克斯坦-杰兹卡兹甘-固定电话,7,^0?710\d{7}$
哈萨克斯坦-移动,7,^0?(6\d{9}|7(00|71|75|77)\d{7})$
俄罗斯-移动-MTS,7,^0?91[0-9]\d{7}$
俄罗斯-移动-MTS,7,^0?978\d{7}$
俄罗斯-移动-MTS,7,^0?98[0-9]\d{7}$
俄罗斯-移动-MegaFon,7,^0?92[0-9]\d{7}$
俄罗斯-移动-MegaFon,7,^0?93[0-9]\d{7}$
俄罗斯-移动-MegaFon,7,^0?999\d{7}$
俄罗斯-移动-Beeline,7,^0?90[3-6]\d{7}$
俄罗斯-移动-Beeline,7,^0?909\d{7}$
俄罗斯-移动-Beeline,7,^0?96[0-9]\d{7}$
俄罗斯-移动-Beeline,7,^0?976\d{7}$
俄罗斯-移动-Tele2,7,^0?90[0-2]\d{7}$
俄罗斯-移动-Tele2,7,^0?904\d{7}$
俄罗斯-移动-Tele2,7,^0?908\d{7}$
俄罗斯-移动-Tele2,7,^0?95[0-3]\d{7}$
俄罗斯-移动-Tele2,7,^0?958\d{7}$
俄罗斯-移动-Tele2,7,^0?977\d{7}$
俄罗斯-移动-Yota,7,^0?99[5-6]\d{7}$
俄罗斯-布里亚特共和国,7,^0?301\d{7}$
俄罗斯-赤塔阿加布里亚特自治区,7,^0?302\d{7}$
俄罗斯-拜科努尔,7,^0?336\d{7}$
俄罗斯-乌德穆尔特共和国,7,^0?341\d{7}$
俄罗斯-彼尔姆,7,^0?342\d{7}$
俄罗斯-斯维尔德洛夫斯克州,7,^0?343\d{7}$
俄罗斯-秋明,7,^0?345\d{7}$
俄罗斯-汉特-曼西斯克自治区,7,^0?346\d{7}$
俄罗斯-巴什科尔托斯坦共和国,7,^0?347\d{7}$
俄罗斯-亚马尔-涅涅茨自治区,7,^0?349\d{7}$
俄罗斯-车里雅宾斯克,7,^0?351\d{7}$
俄罗斯-库尔干,7,^0?352\d{7}$
俄罗斯-奥伦堡,7,^0?353\d{7}$
俄罗斯-克里米亚共和国,7,^0?365\d{7}$
俄罗斯-鄂木斯克,7,^0?381\d{7}$
俄罗斯-托木斯克,7,^0?382\d{7}$
俄罗斯-新西伯利亚,7,^0?383\d{7}$
俄罗斯-克麦罗沃,7,^0?384\d{7}$
俄罗斯-阿尔泰边疆区,7,^0?385\d{7}$
俄罗斯-阿尔泰共和国,7,^0?388\d{7}$
俄罗斯-哈卡斯共和国,7,^0?390\d{7}$
俄罗斯-克拉斯诺亚尔斯克,7,^0?391\d{7}$
俄罗斯-图瓦共和国,7,^0?394\d{7}$
俄罗斯-伊尔库次克,7,^0?395\d{7}$
俄罗斯-加里宁格勒,7,^0?401\d{7}$
俄罗斯-萨哈共和国,7,^0?411\d{7}$
俄罗斯-马加丹,7,^0?413\d{7}$
俄罗斯-堪察加,7,^0?415\d{7}$
俄罗斯-阿穆尔,7,^0?416\d{7}$
俄罗斯-哈巴罗夫斯克,7,^0?421\d{7}$
俄罗斯-滨海边疆区,7,^0?423\d{7}$
俄罗斯-库页岛,7,^0?424\d{7}$
俄罗斯-犹太自治区,7,^0?426\d{7}$
俄罗斯-楚科奇自治区,7,^0?427\d{7}$
俄罗斯-库尔斯克,7,^0?471\d{7}$
俄罗斯-别尔哥罗德,7,^0?472\d{7}$
俄罗斯-布良斯克,7,^0?483\d{7}$
俄罗斯-弗拉基米尔,7,^0?492\d{7}$
俄罗斯-沃罗涅什,7,^0?473\d{7}$
俄罗斯-伊万诺沃,7,^0?493\d{7}$
俄罗斯-卡卢加,7,^0?484\d{7}$
俄罗斯-科斯特罗马,7,^0?494\d{7}$
俄罗斯-利佩茨克,7,^0?474\d{7}$
俄罗斯-莫斯科市,7,^0?495\d{7}$
俄罗斯-莫斯科地区,7,^0?496\d{7}$
俄罗斯-奥廖尔,7,^0?486\d{7}$
俄罗斯-梁赞,7,^0?491\d{7}$
俄罗斯-斯摩棱斯克,7,^0?481\d{7}$
俄罗斯-坦波夫,7,^0?475\d{7}$
俄罗斯-特维尔,7,^0?482\d{7}$
俄罗斯-图拉,7,^0?487\d{7}$
俄罗斯-雅罗斯拉夫尔,7,^0?485\d{7}$
俄罗斯-莫斯科区域,7,^0?498\d{7}$
俄罗斯-莫斯科市,7,^0?499\d{7}$
俄罗斯-普斯科夫,7,^0?811\d{7}$
俄罗斯-圣彼德堡,7,^0?812\d{7}$
俄罗斯-列宁格勒,7,^0?813\d{7}$
俄罗斯-卡累利阿共和国,7,^0?814\d{7}$
俄罗斯-摩尔曼斯克,7,^0?815\d{7}$
俄罗斯-诺夫哥罗德,7,^0?816\d{7}$
俄罗斯-沃洛格达,7,^0?817\d{7}$
俄罗斯-阿尔汉格尔斯克,7,^0?818\d{7}$
俄罗斯-沃洛格达,7,^0?820\d{7}$
俄罗斯-科米共和国,7,^0?821\d{7}$
俄罗斯-下诺夫哥罗德,7,^0?831\d{7}$
俄罗斯-基洛夫,7,^0?833\d{7}$
俄罗斯-莫尔多瓦共和国,7,^0?834\d{7}$
俄罗斯-楚瓦什共和国,7,^0?835\d{7}$
俄罗斯-马里埃尔共和国,7,^0?836\d{7}$
俄罗斯-奔萨,7,^0?841\d{7}$
俄罗斯-乌里扬诺夫斯克,7,^0?842\d{7}$
俄罗斯-鞑靼斯坦共和国,7,^0?843\d{7}$
俄罗斯-伏尔加格勒,7,^0?844\d{7}$
俄罗斯-萨拉托夫,7,^0?845\d{7}$
俄罗斯-萨马拉,7,^0?846\d{7}$
俄罗斯-卡尔梅克共和国,7,^0?847\d{7}$
俄罗斯-萨马拉,7,^0?848\d{7}$
俄罗斯-阿斯特拉罕,7,^0?851\d{7}$
俄罗斯-鞑靼斯坦共和国,7,^0?855\d{7}$
俄罗斯-克拉斯诺达尔,7,^0?861\d{7}$
俄罗斯-克拉斯诺达尔,7,^0?862\d{7}$
俄罗斯-罗斯托夫,7,^0?863\d{7}$
俄罗斯-斯塔夫罗波尔,7,^0?865\d{7}$
俄罗斯-卡巴尔达-巴尔卡尔共和国,7,^0?866\d{7}$
俄罗斯-北奥塞梯-阿兰共和国,7,^0?867\d{7}$
俄罗斯-塞瓦斯托波尔,7,^0?869\d{7}$
俄罗斯-车臣共和国,7,^0?871\d{7}$
俄罗斯-达吉斯坦共和国,7,^0?872\d{7}$
俄罗斯-印古什共和国,7,^0?873\d{7}$
俄罗斯-阿迪格共和国,7,^0?877\d{7}$
俄罗斯-卡拉恰伊-切尔克斯共和国,7,^0?878\d{7}$
俄罗斯-斯塔夫罗波尔,7,^0?879\d{7}$
阿富汗-喀布尔(固定),93,^0?20\d{7}$
阿富汗-帕尔旺(固定),93,^0?21\d{7}$
阿富汗-卡比萨(固定),93,^0?22\d{7}$
阿富汗-巴米扬(固定),93,^0?23\d{7}$
阿富汗-瓦尔达克(固定),93,^0?24\d{7}$
阿富汗-洛加尔(固定),93,^0?25\d{7}$
阿富汗-戴孔迪(固定),93,^0?26\d{7}$
阿富汗-霍斯特(固定),93,^0?27\d{7}$
阿富汗-潘杰希尔(固定),93,^0?28\d{7}$
阿富汗-坎大哈(固定),93,^0?30\d{7}$
阿富汗-加兹尼(固定),93,^0?31\d{7}$
阿富汗-乌鲁兹甘(固定),93,^0?32\d{7}$
阿富汗-扎布尔(固定),93,^0?33\d{7}$
阿富汗-赫尔曼德(固定),93,^0?34\d{7}$
阿富汗-赫拉特(固定),93,^0?40\d{7}$
阿富汗-巴德吉斯(固定),93,^0?41\d{7}$
阿富汗-古尔(固定),93,^0?42\d{7}$
阿富汗-法拉(固定),93,^0?43\d{7}$
阿富汗-尼姆鲁兹(固定),93,^0?44\d{7}$
阿富汗-巴尔赫(固定),93,^0?50\d{7}$
阿富汗-昆都士(固定),93,^0?51\d{7}$
阿富汗-巴达赫尚(固定),93,^0?52\d{7}$
阿富汗-塔哈尔(固定),93,^0?53\d{7}$
阿富汗-朱兹詹(固定),93,^0?54\d{7}$
阿富汗-萨曼甘(固定),93,^0?55\d{7}$
阿富汗-萨尔普勒(固定),93,^0?56\d{7}$
阿富汗-法利亚布(固定),93,^0?57\d{7}$
阿富汗-巴格兰(固定),93,^0?58\d{7}$
阿富汗-楠格哈尔(固定),93,^0?60\d{7}$
阿富汗-努尔斯坦(固定),93,^0?61\d{7}$
阿富汗-库纳尔(固定),93,^0?62\d{7}$
阿富汗-拉格曼(固定),93,^0?63\d{7}$
阿富汗-帕克蒂亚(固定),93,^0?64\d{7}$
阿富汗-帕克蒂卡(固定),93,^0?65\d{7}$
阿富汗-移动-喀布尔(AWCC),93,^0?702[0-4]\d{5}$
阿富汗-移动-帕尔旺(AWCC),93,^0?7025\d{5}$
阿富汗-移动-卡比萨+潘杰希尔(AWCC),93,^0?7026\d{5}$
阿富汗-移动-巴米扬+戴孔迪(AWCC),93,^0?7027\d{5}$
阿富汗-移动-瓦尔达克(AWCC),93,^0?7028\d{5}$
阿富汗-移动-洛加尔(AWCC),93,^0?7029\d{5}$
阿富汗-移动-坎大哈(AWCC),93,^0?703[0-4]\d{5}$
阿富汗-移动-尼姆鲁兹(AWCC),93,^0?7035\d{5}$
阿富汗-移动-加兹尼(AWCC),93,^0?7036\d{5}$
阿富汗-移动-乌鲁兹甘(AWCC),93,^0?7037\d{5}$
阿富汗-移动-扎布尔(AWCC),93,^0?7038\d{5}$
阿富汗-移动-赫尔曼德(AWCC),93,^0?7039\d{5}$
阿富汗-移动-赫拉特(AWCC),93,^0?704[0-4]\d{5}$
阿富汗-移动-法利亚布(AWCC),93,^0?7045\d{5}$
阿富汗-移动-萨尔普勒(AWCC),93,^0?7046\d{5}$
阿富汗-移动-巴德吉斯(AWCC),93,^0?7047\d{5}$
阿富汗-移动-古尔(AWCC),93,^0?7048\d{5}$
阿富汗-移动-法拉(AWCC),93,^0?7049\d{5}$
阿富汗-移动-巴尔赫(AWCC),93,^0?705[0-4]\d{5}$
阿富汗-移动-昆都士(AWCC),93,^0?7055\d{5}$
阿富汗-移动-塔哈尔(AWCC),93,^0?7056\d{5}$
阿富汗-移动-朱兹詹(AWCC),93,^0?7057\d{5}$
阿富汗-移动-萨曼甘(AWCC),93,^0?7058\d{5}$
阿富汗-移动-巴格兰(AWCC),93,^0?7059\d{5}$
阿富汗-移动-楠格哈尔(AWCC),93,^0?706[0-2]\d{5}$
阿富汗-移动-巴达赫尚(AWCC),93,^0?7063\d{5}$
阿富汗-移动-努尔斯坦(AWCC),93,^0?7064\d{5}$
阿富汗-移动-库纳尔(AWCC),93,^0?7065\d{5}$
阿富汗-移动-拉格曼(AWCC),93,^0?7066\d{5}$
阿富汗-移动-帕克蒂亚(AWCC),93,^0?7067\d{5}$
阿富汗-移动-霍斯特(AWCC),93,^0?7068\d{5}$
阿富汗-移动-帕克蒂卡(AWCC),93,^0?7069\d{5}$
阿富汗-移动-喀布尔(阿富汗电信),93,^0?752[0-4]\d{5}$
阿富汗-移动-帕尔旺(阿富汗电信),93,^0?7525\d{5}$
阿富汗-移动-卡比萨+潘杰希尔(阿富汗电信),93,^0?7526\d{5}$
阿富汗-移动-巴米扬+戴孔迪(阿富汗电信),93,^0?7527\d{5}$
阿富汗-移动-瓦尔达克(阿富汗电信),93,^0?7528\d{5}$
